"geneID","logfc.DE","B.DE","genes.location.DE","symbol.DE","M.ChIP","A.ChIP","log.p.ChIP","B.ChIP","p.DE","p.ChIP","B.nothing","B.DE.only","B.ChIP.only","B.ChIP.DE"
"ENSG00000125347",4.38739062193479,40.9785740548101,"chr5:131818872:131818921:-","IRF1",2.99208570959722,-1.49990014470706,0,56.5193074318248,1,1,-Inf,-Inf,-Inf,Inf
"ENSG00000140105",3.6553828799482,39.5665739282568,"chr14:100800373:100800422:-","WARS",2.56563201347576,-2.07063418354347,0,47.8891249689828,1,1,-Inf,-Inf,-Inf,Inf
"ENSG00000138496",3.21930605928947,38.9146211834891,"chr3:122247214:122247263:-","PARP9",2.73232579244628,-2.2791224427849,0,51.9028520036368,1,1,-Inf,-Inf,-Inf,Inf
"ENSG00000168394",2.79852955918289,35.3544925674426,"chr6_sso_hap7:4243883:4243932:-","TAP1",-0.248541893852437,-4.45643810013478,-1.96078711694725,-1.80909455556025,1,0.140747592493963,-35.6223513239889,-0.493490537433798,-37.4777266321132,0.493490537433797
"ENSG00000170581",2.30281574347779,34.7886521795872,"chr12:56735441:56735490:-","STAT2",-0.584148173529931,-4.48508130479659,-0.875563684971102,-0.336634998445994,0.999999999999999,0.416627107037575,-36.1897037927076,-1.96595009454805,-36.5726195437176,1.96595009454805
"ENSG00000204592",2.50858430628936,34.6292055592399,"chr6:30460698:30460747:+","HLA-E",3.40234473415307,-1.83907525339849,0,64.3498969047224,0.999999999999999,1,-Inf,-Inf,-36.3080398989654,36.0436533891172
"ENSG00000213928",2.41574242391802,34.2423024436645,"chr14:24635517:24635566:+","IRF9",3.88581624265325,-1.3137134697433,0,107.958884654075,0.999999999999999,1,-Inf,-Inf,-35.9025747908573,36.0436533891172
"ENSG00000163568",2.67451147590498,30.270554291817,"chr1:159035731:159035780:-","AIM2",3.18520421727167,-2.95964316071795,0,49.9073931504635,0.999999999999929,1,-Inf,-Inf,-31.9213367164076,31.9246162143047
"ENSG00000113916",1.7264310401717,28.0298019694873,"chr3:187439339:187439388:-","BCL6",3.31430246019196,-1.81765265512281,0,61.9109178281597,0.999999999999329,1,-Inf,-Inf,-29.6804946775957,29.6806252855766
"ENSG00000090339",1.7743996267938,26.9129039696932,"chr19:10396951:10397000:+","ICAM1",2.87034157243767,-1.65826990957867,0,49.6695427610599,0.999999999997949,1,-Inf,-Inf,-28.5635783674499,28.5637892579517
"ENSG00000163840",1.98724910151812,25.5653173522583,"chr3:122292953:122293002:+","DTX3L",2.850639714222,-2.12923283686701,0,53.8896991661145,0.999999999992109,1,-Inf,-Inf,-27.2160045738619,27.2160386382781
"ENSG00000240065",1.34604764903749,23.3079680473619,"chr6:32827377:32827426:+","PSMB9",1.57663359435916,-2.45235312363462,-3.14229598785687e-07,14.9731417555344,0.999999999924581,0.999999685770451,-39.8855096189539,-17.2757268486265,-24.9586486158854,17.2752663267263
"ENSG00000174243",0.882551589117785,17.8111265068467,"chr12:49223896:49223945:-","DDX23",-0.371833469731918,-3.93895773236578,-0.530189734909431,0.357740245501844,0.999999981603888,0.588493301361766,-19.8408558642777,-2.66032534461216,-19.5293963704567,2.66032525102742
"ENSG00000068796",0.671415536468928,14.4979313943666,"chr5:61681824:61681874:+","KIF2A",2.75630052404388,-1.92995632691857,0,49.8976830257551,0.999999494608217,1,-Inf,-Inf,-16.1486122652729,16.1486122654552
"ENSG00000104805",0.708165518233503,13.7998009811849,"chr19:49426454:49426503:+","NUCB1",2.66714563166915,-2.0942586453177,0,50.2713217725001,0.999998984167411,1,-Inf,-Inf,-15.4504818521898,15.4504818524555
"ENSG00000101191",0.251151075629677,-1.18354313387152,"chr20:61518827:61518876:-","DIDO1",0.0539175347297897,-3.23664004971908,-1.44648136293784,-1.17808268549796,0.234415729483026,0.235397109592492,0.0885721532918122,-2.44869420501014,-1.70758699531785,-1.12621449453297
"ENSG00000105705",0.119323815209981,-5.67712328950785,"chr19:19387781:19387830:-","SUGP1",-0.483515658546763,-3.40668375680018,-0.0306432149535105,3.46998328048645,0.00341171276916011,0.969821529175748,-3.4414375119334,-9.84820965016261,2.98608450620191,-4.05856787232606
"ENSG00000166924",0.100052852179642,-6.08881923194799,"chr7:100092234:100092283:+","NYAP1",-0.432103948037034,-3.44370206884817,-0.0388728597992589,3.22795957181887,0.00226295284678745,0.961872994098094,-3.19347374775951,-10.0206432245134,2.93030673603793,-4.47886058390728
"ENSG00000134250",0.0984021540044466,-6.13620985153884,"chr1:120483178:120483213:-,chr1:120480620:120480633:-","NOTCH2",0.173515355802402,-2.25853458123819,-1.43851412558845,-1.16764975250985,0.00215843766553628,0.237280065252972,1.19914644745832,-7.09704773231167,-1.21834464126987,-5.96036394069138
"ENSG00000137845",0.101969912747849,-6.6126604056794,"chr15:58889101:58889150:-","ADAM10",-0.267415843666974,-3.07487581352409,-0.327338857870334,0.948629319225692,0.00134145188123914,0.720839439519532,-0.90959237961932,-8.55863653184459,0.884583663512488,-5.3026479392304
"ENSG00000179562",0.0643785990285366,-6.91165129422897,"chr7:127220731:127220780:-","GCC1",-0.416831001775137,-3.74212771078901,-0.0741965600423811,2.5637098406025,0.000995120313521692,0.928489172032622,-2.52264569799549,-10.2096348873456,2.45460675209403,-5.33858560418171
"ENSG00000183826",0.0503417267935573,-7.2737967751292,"chr6:38142866:38142915:-","BTBD9",-0.711561131021467,-5.25576296570959,-0.52182937563977,0.378179480230946,0.000692993451155345,0.593433940771802,-0.335752212432187,-8.84688671749215,0.326532529600776,-6.1641646972808
"ENSG00000167972",0.0414551184886776,-7.36855406030511,"chr16:2326150:2326199:-","ABCA3",-1.20849331279686,-4.74231737512732,-0.131125701188587,1.96531970226257,0.000630381957191518,0.87710751400423,-1.92236615228693,-10.125570031012,1.89658232683363,-5.85484339212066
"ENSG00000140941",0.0311877284107958,-7.52426912047247,"chr16:87438024:87438073:+","MAP1LC3B",-0.308170424770916,-3.19776962221869,-0.175517657776023,1.65097352549889,0.000539531818153477,0.839022581769835,-1.60755540052662,-10.0126002201066,1.59052778171125,-6.05674716362636
"ENSG00000145592",0.0459989442051825,-7.56513645216694,"chr8:57500952:57501001:+","RPL37",0.232727336340381,-2.33736209701735,-1.52849603833483,-1.28405022940808,0.000517938253474399,0.216861573672696,1.32666250907509,-8.49847546264496,-1.33130219799477,-7.4795800219256
"ENSG00000167671",0.0313538034603109,-7.57453021889493,"chr19:4445565:4445614:-","UBXN6",-0.398814652492032,-3.66716358873523,-0.0788281286052346,2.500812421511,0.000513098127862461,0.924198754124469,-2.4572248617731,-10.8121193963422,2.4236207127113,-6.00628183430644
"ENSG00000139910",0.0225470685231359,-7.59458197997746,"chr14:26949192:26949241:-","NOVA1",-2.52643352146994,-6.73175276196291,-0.300869792023654,1.04687386130716,0.000502917195002483,0.740174143049791,-1.00330324811643,-9.60837742061391,0.993238926217226,-6.25707060979981
"ENSG00000154217",0.0170707487210926,-7.62527456232173,"chr17:65683248:65683297:+","PITPNC1",-0.454688483044692,-3.43620923827069,-0.0356447799207835,3.31627723963043,0.000487723259304894,0.964983013951582,-3.27254499804976,-11.6332045742626,3.20501429660545,-6.0119046848993
"ENSG00000104472",0.0086212421023184,-7.66652854970562,"chr8:141526889:141526938:+","CHRAC1",-0.406616325465511,-3.1012874659769,-0.132772591348989,1.95199674251028,0.000468021332605827,0.875664203083296,-1.90818735543677,-10.4111960862269,1.88921433653677,-6.1545227417482
"ENSG00000168758",0.00644454414006024,-7.67178963983116,"chr2:97525755:97525804:-","SEMA4C",-0.582971397714095,-3.41772803787838,-0.0664815442046809,2.6774059771208,0.000465566639403222,0.935680184418944,-2.63356590416136,-11.0728848971869,2.59774755547846,-6.09064797203909
